condition,suite,arity,n,distribution,workers,policy_k,key_count,selector_only,baseline,mode,seed,metric,status,ratio,baseline_ms,baseline_status,mode_ms,mode_status
main-l2-n2048-zipf-w1-k2,main,2,2048,zipf,1,2,10000,False,graph,adaptive,47,selector_ms,ok,4.441375233891566,37.073718,ok,8.347351,ok
main-l2-n2048-zipf-w1-k2,main,2,2048,zipf,1,2,10000,False,graph,adaptive,47,batch_ms,ok,3.889764655815496,38.726882,ok,9.956099,ok
main-l2-n2048-zipf-w1-k2,main,2,2048,zipf,1,2,10000,False,native,graph,47,batch_ms,ok,0.04477682969674656,1.734067,ok,38.726882,ok
main-l2-n2048-zipf-w1-k2,main,2,2048,zipf,1,2,10000,False,native,lazy,47,batch_ms,ok,0.1770191474438004,1.734067,ok,9.795929,ok
main-l2-n2048-zipf-w1-k2,main,2,2048,zipf,1,2,10000,False,native,profile,47,batch_ms,ok,0.1655421089345276,1.734067,ok,10.475081,ok
main-l2-n2048-zipf-w1-k2,main,2,2048,zipf,1,2,10000,False,native,adaptive,47,batch_ms,ok,0.17417132955387446,1.734067,ok,9.956099,ok
main-l2-n2048-zipf-w1-k2,main,2,2048,zipf,1,2,10000,False,graph,lazy,71,selector_ms,ok,4.48291141661561,35.274833,ok,7.868733,ok
main-l2-n2048-zipf-w1-k2,main,2,2048,zipf,1,2,10000,False,graph,lazy,71,batch_ms,ok,3.9050572148244096,36.876166,ok,9.443182,ok
main-l2-n2048-zipf-w1-k2,main,2,2048,zipf,1,2,10000,False,graph,profile,71,selector_ms,ok,3.8871547303177905,35.274833,ok,9.074718,ok
main-l2-n2048-zipf-w1-k2,main,2,2048,zipf,1,2,10000,False,graph,profile,71,batch_ms,ok,3.4516730045959387,36.876166,ok,10.683563,ok
main-l2-n2048-zipf-w1-k2,main,2,2048,zipf,1,2,10000,False,graph,adaptive,71,selector_ms,ok,4.472191206571838,35.274833,ok,7.887595,ok
main-l2-n2048-zipf-w1-k2,main,2,2048,zipf,1,2,10000,False,graph,adaptive,71,batch_ms,ok,3.8896628003674043,36.876166,ok,9.480556,ok
main-l2-n2048-zipf-w1-k2,main,2,2048,zipf,1,2,10000,False,native,graph,71,batch_ms,ok,0.04515146721055546,1.665013,ok,36.876166,ok
main-l2-n2048-zipf-w1-k2,main,2,2048,zipf,1,2,10000,False,native,lazy,71,batch_ms,ok,0.17631906279048737,1.665013,ok,9.443182,ok
main-l2-n2048-zipf-w1-k2,main,2,2048,zipf,1,2,10000,False,native,profile,71,batch_ms,ok,0.15584810048857298,1.665013,ok,10.683563,ok
main-l2-n2048-zipf-w1-k2,main,2,2048,zipf,1,2,10000,False,native,adaptive,71,batch_ms,ok,0.1756239823909062,1.665013,ok,9.480556,ok
main-l2-n2048-zipf-w1-k2,main,2,2048,zipf,1,2,10000,False,graph,lazy,101,selector_ms,ok,4.772443146196227,37.299793,ok,7.81566,ok
main-l2-n2048-zipf-w1-k2,main,2,2048,zipf,1,2,10000,False,graph,lazy,101,batch_ms,ok,4.124769427288778,38.891197,ok,9.428696,ok
main-l2-n2048-zipf-w1-k2,main,2,2048,zipf,1,2,10000,False,graph,profile,101,selector_ms,ok,4.131576373499235,37.299793,ok,9.027981,ok
main-l2-n2048-zipf-w1-k2,main,2,2048,zipf,1,2,10000,False,graph,profile,101,batch_ms,ok,3.662166110704373,38.891197,ok,10.619725,ok
main-l2-n2048-zipf-w1-k2,main,2,2048,zipf,1,2,10000,False,graph,adaptive,101,selector_ms,ok,4.768002537153875,37.299793,ok,7.822939,ok
main-l2-n2048-zipf-w1-k2,main,2,2048,zipf,1,2,10000,False,graph,adaptive,101,batch_ms,ok,4.121439909846144,38.891197,ok,9.436313,ok
main-l2-n2048-zipf-w1-k2,main,2,2048,zipf,1,2,10000,False,native,graph,101,batch_ms,ok,0.04448093999266724,1.729917,ok,38.891197,ok
main-l2-n2048-zipf-w1-k2,main,2,2048,zipf,1,2,10000,False,native,lazy,101,batch_ms,ok,0.18347362137882056,1.729917,ok,9.428696,ok
main-l2-n2048-zipf-w1-k2,main,2,2048,zipf,1,2,10000,False,native,profile,101,batch_ms,ok,0.16289659101342077,1.729917,ok,10.619725,ok
main-l2-n2048-zipf-w1-k2,main,2,2048,zipf,1,2,10000,False,native,adaptive,101,batch_ms,ok,0.1833255213132502,1.729917,ok,9.436313,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,graph,lazy,11,selector_ms,ok,3.9856943603073876,475.681729,ok,119.347267,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,graph,lazy,11,batch_ms,ok,3.418727302061053,507.016373,ok,148.305591,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,graph,profile,11,selector_ms,ok,2.0785826398901612,475.681729,ok,228.849082,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,graph,profile,11,batch_ms,ok,1.9586872916912066,507.016373,ok,258.855191,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,graph,adaptive,11,selector_ms,ok,3.981015767444915,475.681729,ok,119.487527,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,graph,adaptive,11,batch_ms,ok,3.412621700794653,507.016373,ok,148.570928,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,native,graph,11,batch_ms,ok,0.060837871600647506,30.845797,ok,507.016373,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,native,lazy,11,batch_ms,ok,0.2079880926404184,30.845797,ok,148.305591,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,native,profile,11,batch_ms,ok,0.11916236595772964,30.845797,ok,258.855191,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,native,adaptive,11,batch_ms,ok,0.2076166408545284,30.845797,ok,148.570928,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,graph,lazy,29,selector_ms,ok,4.036175909392498,473.838822,ok,117.397961,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,graph,lazy,29,batch_ms,ok,3.4648455927767756,503.776987,ok,145.396663,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,graph,profile,29,selector_ms,ok,2.069796142089412,473.838822,ok,228.930189,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,graph,profile,29,batch_ms,ok,1.9512842953783816,503.776987,ok,258.177134,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,graph,adaptive,29,selector_ms,ok,3.9548063101585424,473.838822,ok,119.813408,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,graph,adaptive,29,batch_ms,ok,3.389028306063202,503.776987,ok,148.649389,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,native,graph,29,batch_ms,ok,0.060890066024393445,30.675014,ok,503.776987,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,native,lazy,29,batch_ms,ok,0.21097467690850652,30.675014,ok,145.396663,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,native,profile,29,batch_ms,ok,0.1188138295779517,30.675014,ok,258.177134,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,native,adaptive,29,batch_ms,ok,0.20635815731472665,30.675014,ok,148.649389,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,graph,lazy,47,selector_ms,ok,3.912365218657653,468.312245,ok,119.700544,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,graph,lazy,47,batch_ms,ok,3.3722795379467403,498.648936,ok,147.867023,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,graph,profile,47,selector_ms,ok,2.014773791153459,468.312245,ok,232.439119,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,graph,profile,47,batch_ms,ok,1.9116442762417094,498.648936,ok,260.848183,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,graph,adaptive,47,selector_ms,ok,3.959596439824869,468.312245,ok,118.272721,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,graph,adaptive,47,batch_ms,ok,3.3993043099091786,498.648936,ok,146.691467,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,native,graph,47,batch_ms,ok,0.06321851251277913,31.523844,ok,498.648936,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,native,lazy,47,batch_ms,ok,0.21319049616627503,31.523844,ok,147.867023,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,native,profile,47,batch_ms,ok,0.12085130759756912,31.523844,ok,260.848183,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,native,adaptive,47,batch_ms,ok,0.21489896205073744,31.523844,ok,146.691467,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,graph,lazy,71,selector_ms,ok,3.9952395356257444,475.416501,ok,118.995744,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,graph,lazy,71,batch_ms,ok,3.4227110637837757,505.42653,ok,147.668477,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,graph,profile,71,selector_ms,ok,2.0640955175371194,475.416501,ok,230.326793,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,graph,profile,71,batch_ms,ok,1.9455485182071015,505.42653,ok,259.786135,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,graph,adaptive,71,selector_ms,ok,3.9377761602036494,475.416501,ok,120.732231,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,graph,adaptive,71,batch_ms,ok,3.3671042917467373,505.42653,ok,150.10718,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,native,graph,71,batch_ms,ok,0.06156610932156648,31.117145,ok,505.42653,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,native,lazy,71,batch_ms,ok,0.21072300352904705,31.117145,ok,147.668477,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,native,profile,71,batch_ms,ok,0.11977985276235008,31.117145,ok,259.786135,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,native,adaptive,71,batch_ms,ok,0.2072995109227953,31.117145,ok,150.10718,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,graph,lazy,101,selector_ms,ok,3.9552472501314075,474.172305,ok,119.884365,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,graph,lazy,101,batch_ms,ok,3.34539840283596,504.423373,ok,150.781256,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,graph,profile,101,selector_ms,ok,2.0202371545024933,474.172305,ok,234.711209,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,graph,profile,101,batch_ms,ok,1.9048554191475244,504.423373,ok,264.80927,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,graph,adaptive,101,selector_ms,ok,3.986927570683013,474.172305,ok,118.931758,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,graph,adaptive,101,batch_ms,ok,3.3926903072013386,504.423373,ok,148.679463,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,native,graph,101,batch_ms,ok,0.06101989052755491,30.779859,ok,504.423373,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,native,lazy,101,batch_ms,ok,0.2041358443121073,30.779859,ok,150.781256,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,native,profile,101,batch_ms,ok,0.11623406914720166,30.779859,ok,264.80927,ok
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,native,adaptive,101,batch_ms,ok,0.2070215911393223,30.779859,ok,148.679463,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,graph,lazy,11,selector_ms,ok,29.883860200628693,12512.900523,ok,418.717677,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,graph,lazy,11,batch_ms,ok,28.302853313490132,12541.429686,ok,443.115383,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,graph,profile,11,selector_ms,ok,24.384138488930148,12512.900523,ok,513.157376,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,graph,profile,11,batch_ms,ok,23.323212676624625,12541.429686,ok,537.723077,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,graph,adaptive,11,selector_ms,ok,29.893297788128745,12512.900523,ok,418.585484,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,graph,adaptive,11,batch_ms,ok,28.340762548337015,12541.429686,ok,442.522662,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,native,graph,11,batch_ms,ok,0.0021044753796660566,26.39313,ok,12541.429686,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,native,lazy,11,batch_ms,ok,0.05956265797253985,26.39313,ok,443.115383,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,native,profile,11,batch_ms,ok,0.04908312685267179,26.39313,ok,537.723077,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,native,adaptive,11,batch_ms,ok,0.05964243702393709,26.39313,ok,442.522662,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,graph,lazy,29,selector_ms,ok,28.547345049573693,12492.650913,ok,437.611655,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,graph,lazy,29,batch_ms,ok,27.089594096395064,12520.958138,ok,462.205454,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,graph,profile,29,selector_ms,ok,24.972114202322437,12492.650913,ok,500.264047,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,graph,profile,29,batch_ms,ok,23.84912971813781,12520.958138,ok,525.00692,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,graph,adaptive,29,selector_ms,ok,28.450673652572217,12492.650913,ok,439.098598,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,graph,adaptive,29,batch_ms,ok,26.998949085950766,12520.958138,ok,463.757241,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,native,graph,29,batch_ms,ok,0.0021126744222327823,26.452708,ok,12520.958138,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,native,lazy,29,batch_ms,ok,0.057231492556122025,26.452708,ok,462.205454,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,native,profile,29,batch_ms,ok,0.050385446348021466,26.452708,ok,525.00692,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,native,adaptive,29,batch_ms,ok,0.05703998916105334,26.452708,ok,463.757241,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,graph,lazy,47,selector_ms,ok,29.595112311555262,13132.453573,ok,443.737244,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,graph,lazy,47,batch_ms,ok,28.092886514618655,13160.883079,ok,468.477423,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,graph,profile,47,selector_ms,ok,26.15740372179552,13132.453573,ok,502.054933,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,graph,profile,47,batch_ms,ok,24.935090941363804,13160.883079,ok,527.805698,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,graph,adaptive,47,selector_ms,ok,29.64346652087786,13132.453573,ok,443.013423,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,graph,adaptive,47,batch_ms,ok,28.17347242245625,13160.883079,ok,467.137415,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,native,graph,47,batch_ms,ok,0.002037966361299668,26.821437,ok,13160.883079,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,native,lazy,47,batch_ms,ok,0.057252357708601896,26.821437,ok,468.477423,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,native,profile,47,batch_ms,ok,0.050816876554447506,26.821437,ok,527.805698,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,native,adaptive,47,batch_ms,ok,0.057416589077969704,26.821437,ok,467.137415,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,graph,lazy,71,selector_ms,ok,28.495845080348698,12483.653898,ok,438.086811,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,graph,lazy,71,batch_ms,ok,27.04996690113181,12512.140774,ok,462.556602,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,graph,profile,71,selector_ms,ok,24.475246475937336,12483.653898,ok,510.052224,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,graph,profile,71,batch_ms,ok,23.411060574075556,12512.140774,ok,534.454248,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,graph,adaptive,71,selector_ms,ok,28.45412102893857,12483.653898,ok,438.729205,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,graph,adaptive,71,batch_ms,ok,27.018493361116718,12512.140774,ok,463.095429,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,native,graph,71,batch_ms,ok,0.002129421214262946,26.643618,ok,12512.140774,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,native,lazy,71,batch_ms,ok,0.0576007733643806,26.643618,ok,462.556602,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,native,profile,71,batch_ms,ok,0.049852009034831356,26.643618,ok,534.454248,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,native,adaptive,71,batch_ms,ok,0.05753375294058452,26.643618,ok,463.095429,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,graph,lazy,101,selector_ms,ok,28.03150511393145,12129.711125,ok,432.717083,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,graph,lazy,101,batch_ms,ok,26.600220472544997,12158.357485,ok,457.07732,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,graph,profile,101,selector_ms,ok,23.327526073770876,12129.711125,ok,519.974175,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,graph,profile,101,batch_ms,ok,22.31872552061348,12158.357485,ok,544.760384,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,graph,adaptive,101,selector_ms,ok,27.99262633354088,12129.711125,ok,433.318081,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,graph,adaptive,101,batch_ms,ok,26.585006533470125,12158.357485,ok,457.338894,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,native,graph,101,batch_ms,ok,0.002194990403343943,26.687478,ok,12158.357485,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,native,lazy,101,batch_ms,ok,0.058387228664069354,26.687478,ok,457.07732,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,native,profile,101,batch_ms,ok,0.04898938833261414,26.687478,ok,544.760384,ok
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,native,adaptive,101,batch_ms,ok,0.05835383421380295,26.687478,ok,457.338894,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,graph,lazy,11,selector_ms,ok,0.94823889075232,0.568235,ok,0.599253,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,graph,lazy,11,batch_ms,ok,0.9738599829073742,1.148625,ok,1.179456,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,graph,profile,11,selector_ms,ok,0.8632287506437357,0.568235,ok,0.658267,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,graph,profile,11,batch_ms,ok,0.9107260515421984,1.148625,ok,1.261219,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,graph,adaptive,11,selector_ms,ok,0.9529491473123023,0.568235,ok,0.596291,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,graph,adaptive,11,batch_ms,ok,0.9738756711888807,1.148625,ok,1.179437,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,native,graph,11,batch_ms,ok,0.5371822831646534,0.617021,ok,1.148625,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,native,lazy,11,batch_ms,ok,0.5231403291008736,0.617021,ok,1.179456,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,native,profile,11,batch_ms,ok,0.489225899704968,0.617021,ok,1.261219,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,native,adaptive,11,batch_ms,ok,0.5231487565677523,0.617021,ok,1.179437,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,graph,lazy,29,selector_ms,ok,0.9553508226589766,0.620829,ok,0.649844,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,graph,lazy,29,batch_ms,ok,0.9928417610302946,1.227765,ok,1.236617,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,graph,profile,29,selector_ms,ok,0.8723956174285485,0.620829,ok,0.711637,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,graph,profile,29,batch_ms,ok,0.9338753585421453,1.227765,ok,1.314699,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,graph,adaptive,29,selector_ms,ok,0.9093903941337683,0.620829,ok,0.682687,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,graph,adaptive,29,batch_ms,ok,0.95866788371038,1.227765,ok,1.280699,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,native,graph,29,batch_ms,ok,0.5068885332290789,0.62234,ok,1.227765,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,native,lazy,29,batch_ms,ok,0.5032601039772217,0.62234,ok,1.236617,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,native,profile,29,batch_ms,ok,0.4733707107102082,0.62234,ok,1.314699,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,native,adaptive,29,batch_ms,ok,0.48593775742777967,0.62234,ok,1.280699,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,graph,lazy,47,selector_ms,ok,0.9754136664604367,0.592794,ok,0.607736,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,graph,lazy,47,batch_ms,ok,0.9856546488303201,1.187154,ok,1.204432,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,graph,profile,47,selector_ms,ok,0.8819711838886872,0.592794,ok,0.672124,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,graph,profile,47,batch_ms,ok,0.9389166449829048,1.187154,ok,1.264387,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,graph,adaptive,47,selector_ms,ok,0.974467637418095,0.592794,ok,0.608326,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,graph,adaptive,47,batch_ms,ok,0.9836040310105779,1.187154,ok,1.206943,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,native,graph,47,batch_ms,ok,0.5268086533002458,0.625403,ok,1.187154,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,native,lazy,47,batch_ms,ok,0.5192513981694277,0.625403,ok,1.204432,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,native,profile,47,batch_ms,ok,0.4946294133046291,0.625403,ok,1.264387,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,native,adaptive,47,batch_ms,ok,0.5181711149573758,0.625403,ok,1.206943,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,graph,lazy,71,selector_ms,ok,0.9303019148201476,0.571157,ok,0.613948,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,graph,lazy,71,batch_ms,ok,0.9790288831201306,1.158946,ok,1.183771,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,graph,profile,71,selector_ms,ok,0.8170988517981248,0.571157,ok,0.699006,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,graph,profile,71,batch_ms,ok,0.9126543572023125,1.158946,ok,1.269863,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,graph,adaptive,71,selector_ms,ok,0.932516449248151,0.571157,ok,0.61249,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,graph,adaptive,71,batch_ms,ok,0.9761139925175145,1.158946,ok,1.187306,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,native,graph,71,batch_ms,ok,0.5375246128810143,0.622962,ok,1.158946,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,native,lazy,71,batch_ms,ok,0.52625212139848,0.622962,ok,1.183771,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,native,profile,71,batch_ms,ok,0.49057418004934394,0.622962,ok,1.269863,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,native,adaptive,71,batch_ms,ok,0.5246852959557182,0.622962,ok,1.187306,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,graph,lazy,101,selector_ms,ok,0.9193656634940207,0.572603,ok,0.622824,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,graph,lazy,101,batch_ms,ok,0.9598146084839018,1.169847,ok,1.218826,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,graph,profile,101,selector_ms,ok,0.8323927896496583,0.572603,ok,0.6879,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,graph,profile,101,batch_ms,ok,0.9120696631683831,1.169847,ok,1.282629,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,graph,adaptive,101,selector_ms,ok,0.9026382246211178,0.572603,ok,0.634366,ok
main-l2-n512-uniform-w1-k2,main,2,512,uniform,1,2,10000,False,graph,adaptive,101,batch_ms,ok,0.9692492389984109,1.169847,ok,1.206962,ok
